venta_id,fecha,producto_id,cantidad,precio_unitario,cliente_id,vendedor,total_venta,nombre,categoria,marca,precio_base,stock,porcentaje_descuento,tiene_descuento,fecha_parsed
1059,2025-10-19,P012,4,886270.56,C494,Ana Rodríguez,3545082.24,Auriculares Sony WH-1000XM5,Audio,Sony,1100000.0,70.0,19.429949090909084,True,2025-10-19
1060,2025-10-14,P002,1,1425909.01,C110,Ana Rodríguez,1425909.01,Laptop HP Pavilion 14,Computadoras,HP,1800000.0,35.0,20.782832777777777,True,2025-10-14
1061,2025-10-19,P009,1,1150679.65,C213,Ana Rodríguez,1150679.65,"Monitor LG 27"" 4K",Pantallas,LG,1200000.0,45.0,4.110029166666675,True,2025-10-19
1062,2025-10-25,P005,1,365309.22,C067,Luis Martínez,365309.22,Mouse Logitech MX Master 3,Accesorios,Logitech,350000.0,200.0,-4.3740628571428495,False,2025-10-25
1063,2025-10-22,P005,2,341212.6,N/A,María López,682425.2,Mouse Logitech MX Master 3,Accesorios,Logitech,350000.0,200.0,2.510685714285721,True,2025-10-22
1064,2025-10-08,P004,2,6073789.21,C408,María López,12147578.42,PC Gamer Asus ROG,Computadoras,Asus,6000000.0,15.0,-1.2298201666666662,False,2025-10-08
1065,2025-10-01,P016,2,2090425.56,N/A,Ana Rodríguez,4180851.12,Consola PlayStation 5,Gaming,Sony,2500000.0,25.0,16.382977599999997,True,2025-10-01
1066,2025-10-29,P014,3,546678.46,C075,Ana Rodríguez,1640035.38,Bocinas Logitech Z623,Audio,Logitech,550000.0,40.0,0.6039163636363704,True,2025-10-29
1067,2025-10-28,P005,2,340662.17,C307,Luis Martínez,681324.34,Mouse Logitech MX Master 3,Accesorios,Logitech,350000.0,200.0,2.6679514285714334,True,2025-10-28
1068,2025-10-26,P020,2,1152473.49,N/A,Luis Martínez,2304946.98,Silla Gaming DXRacer,Gaming,DXRacer,1300000.0,20.0,11.348193076923078,True,2025-10-26
1069,2025-10-14,P004,4,6298737.66,N/A,Pedro Gómez,25194950.64,PC Gamer Asus ROG,Computadoras,Asus,6000000.0,15.0,-4.978961000000003,False,2025-10-14
1070,2025-10-28,P007,2,203832.79,C376,Luis Martínez,407665.58,Webcam Logitech C920,Accesorios,Logitech,280000.0,120.0,27.202574999999996,True,2025-10-28
1071,2025-10-04,P014,1,543818.34,C058,María López,543818.34,Bocinas Logitech Z623,Audio,Logitech,550000.0,40.0,1.1239381818181877,True,2025-10-04
1072,2025-10-06,P002,1,1783486.27,N/A,Pedro Gómez,1783486.27,Laptop HP Pavilion 14,Computadoras,HP,1800000.0,35.0,0.9174294444444434,True,2025-10-06
1073,2025-10-22,P003,1,4477459.32,C107,Ana Rodríguez,4477459.32,MacBook Air M2,Computadoras,Apple,4500000.0,20.0,0.5009039999999934,True,2025-10-22
1074,2025-10-19,P009,5,1140339.39,C462,Juan Pérez,5701696.949999999,"Monitor LG 27"" 4K",Pantallas,LG,1200000.0,45.0,4.9717175000000084,True,2025-10-19
1075,2025-09-30,P018,1,1644332.64,C058,Luis Martínez,1644332.64,Nintendo Switch OLED,Gaming,Nintendo,1600000.0,50.0,-2.7707899999999936,False,2025-09-30
1076,2025-10-15,P011,1,1320562.9,C166,Ana Rodríguez,1320562.9,Monitor Gaming Asus 144Hz,Pantallas,Asus,1500000.0,30.0,11.96247333333334,True,2025-10-15
1077,2025-10-29,P003,4,4568688.31,C470,María López,18274753.24,MacBook Air M2,Computadoras,Apple,4500000.0,20.0,-1.5264068888888798,False,2025-10-29
1078,2025-10-15,P008,1,181479.94,C052,Juan Pérez,181479.94,Hub USB-C Anker,Accesorios,Anker,180000.0,150.0,-0.8221888888888902,False,2025-10-15
1079,2025-10-18,P004,2,6003693.6,C043,Pedro Gómez,12007387.2,PC Gamer Asus ROG,Computadoras,Asus,6000000.0,15.0,-0.061559999999993786,False,2025-10-18
1080,2025-10-18,P012,4,1064476.03,C063,Ana Rodríguez,4257904.12,Auriculares Sony WH-1000XM5,Audio,Sony,1100000.0,70.0,3.2294518181818157,True,2025-10-18
1081,2025-10-02,P006,2,641379.82,N/A,Luis Martínez,1282759.64,Teclado Mecánico Corsair K95,Accesorios,Corsair,650000.0,80.0,1.3261815384615465,True,2025-10-02
1082,2025-10-12,P005,3,343859.27,C257,María López,1031577.81,Mouse Logitech MX Master 3,Accesorios,Logitech,350000.0,200.0,1.7544942857142805,True,2025-10-12
1083,2025-10-27,P012,1,1067682.1,C118,María López,1067682.1,Auriculares Sony WH-1000XM5,Audio,Sony,1100000.0,70.0,2.9379909090909004,True,2025-10-27
1084,2025-10-14,P016,1,2483093.61,C484,Ana Rodríguez,2483093.61,Consola PlayStation 5,Gaming,Sony,2500000.0,25.0,0.6762556000000053,True,2025-10-14
1085,2025-10-01,P007,4,293638.34,C139,Ana Rodríguez,1174553.36,Webcam Logitech C920,Accesorios,Logitech,280000.0,120.0,-4.8708357142857235,False,2025-10-01
1086,2025-10-18,P013,2,438821.31,N/A,María López,877642.62,Auriculares Gaming HyperX,Audio,HyperX,450000.0,90.0,2.484153333333334,True,2025-10-18
1087,2025-10-07,P010,2,632379.66,C001,Ana Rodríguez,1264759.32,"Monitor Samsung 24"" Curvo",Pantallas,Samsung,800000.0,60.0,20.952542499999996,True,2025-10-07
1088,2025-10-22,P003,3,3461406.28,C212,Ana Rodríguez,10384218.84,MacBook Air M2,Computadoras,Apple,4500000.0,20.0,23.07986044444445,True,2025-10-22
1089,2025-10-01,P005,3,349393.22,C096,Pedro Gómez,1048179.6599999999,Mouse Logitech MX Master 3,Accesorios,Logitech,350000.0,200.0,0.17336571428572228,True,2025-10-01
1090,2025-10-18,P007,1,209625.78,N/A,María López,209625.78,Webcam Logitech C920,Accesorios,Logitech,280000.0,120.0,25.133650000000003,True,2025-10-18
1091,2025-10-15,P020,4,1357544.42,C423,Juan Pérez,5430177.68,Silla Gaming DXRacer,Gaming,DXRacer,1300000.0,20.0,-4.42649384615384,False,2025-10-15
1092,2025-10-27,P006,1,633395.18,C248,Luis Martínez,633395.18,Teclado Mecánico Corsair K95,Accesorios,Corsair,650000.0,80.0,2.5545876923076842,True,2025-10-27
1093,2025-10-30,P009,2,1163006.51,C411,Juan Pérez,2326013.02,"Monitor LG 27"" 4K",Pantallas,LG,1200000.0,45.0,3.0827908333333327,True,2025-10-30
1094,2025-10-01,P001,1,1516038.02,C237,Pedro Gómez,1516038.02,Laptop Dell Inspiron 15,Computadoras,Dell,1500000.0,50.0,-1.0692013333333346,False,2025-10-01
1095,2025-10-21,P001,1,1180347.67,C288,María López,1180347.67,Laptop Dell Inspiron 15,Computadoras,Dell,1500000.0,50.0,21.310155333333338,True,2025-10-21
1096,2025-10-23,P015,5,701329.19,C237,Pedro Gómez,3506645.9499999997,Micrófono Blue Yeti,Audio,Blue,680000.0,35.0,-3.136645588235286,False,2025-10-23
1097,2025-10-21,P008,1,185808.72,C496,Ana Rodríguez,185808.72,Hub USB-C Anker,Accesorios,Anker,180000.0,150.0,-3.227066666666667,False,2025-10-21
1098,2025-09-30,P015,3,664390.38,C344,Ana Rodríguez,1993171.1400000001,Micrófono Blue Yeti,Audio,Blue,680000.0,35.0,2.2955323529411755,True,2025-09-30
1099,2025-10-30,P001,1,1512545.6,N/A,Pedro Gómez,1512545.6,Laptop Dell Inspiron 15,Computadoras,Dell,1500000.0,50.0,-0.8363733333333395,False,2025-10-30
2000,2025-10-30,P999,1,100000.0,C001,Juan Pérez,100000.0,,,,,,0.0,False,2025-10-30
2001,2025-10-30,P001,1,900000.0,C002,María López,900000.0,Laptop Dell Inspiron 15,Computadoras,Dell,1500000.0,50.0,40.0,True,2025-10-30
